"","Sample_pre","Sample","Cq","Cq_Mean","Cq_Std_Dev","Starting_Quantity","Log_Starting_Quantity","SQ_Mean","SQ_Std_Dev","year-FRP","FRP","run","Comments","sampleday"
"203",30,"30-E12","27.91",27.97,0.094,"9.83E+02","2.99E+00",939,62.8,"2017-6279",6279,"4/25/18 fourth",NA,"day01"
"204",30,"30-C12","N/A",0,0,"N/A","N/A",0,0,"2017-6234",6234,"4/25/18 fourth",NA,"day01"
"205",30,"30-C12","N/A",0,0,"N/A","N/A",0,0,"2017-6234",6234,"4/25/18 fourth",NA,"day01"
"206",30,"30-A04","36.72",36.67,0.078,"1.90E+00","2.78E-01",1.97,0.109,"2017-6117",6117,"4/25/18 fourth",NA,"day01"
"207",30,"30-A04","36.61",36.67,0.078,"2.05E+00","3.12E-01",1.97,0.109,"2017-6117",6117,"4/25/18 fourth",NA,"day01"
"208",31,"31-A08","37.17",37.5,0.466,"1.38E+00","1.41E-01",1.13,0.365,"2017-6254",6254,"4/25/18 fourth",NA,"day01"
"209",31,"31-A08","37.83",37.5,0.466,"8.68E-01","-6.20E-02",1.13,0.365,"2017-6254",6254,"4/25/18 fourth",NA,"day01"
"210",30,"30-E11","34.51",34.39,0.171,"9.14E+00","9.61E-01",9.99,1.21,"2017-6106",6106,"4/25/18 fourth",NA,"day01"
"211",30,"30-E11","34.26",34.39,0.171,"1.09E+01","1.04E+00",9.99,1.21,"2017-6106",6106,"4/25/18 fourth",NA,"day01"
"212",30,"30-C11","30.53",30.6,0.091,"1.53E+02","2.18E+00",146,9.4,"2017-6221",6221,"4/25/18 fourth",NA,"day01"
"213",30,"30-C11","30.66",30.6,0.091,"1.40E+02","2.15E+00",146,9.4,"2017-6221",6221,"4/25/18 fourth",NA,"day01"
"214",30,"30-A03","39.86",39.86,0,"2.05E-01","-6.88E-01",0.205,0,"2017-6104",6104,"4/25/18 fourth",NA,"day01"
"215",30,"30-A03","N/A",0,0,"N/A","N/A",0,0,"2017-6104",6104,"4/25/18 fourth",NA,"day01"
"216",31,"31-A07","30.42",30.38,0.053,"1.65E+02","2.22E+00",170,6.43,"2017-6134",6134,"4/25/18 fourth",NA,"day01"
"217",31,"31-A07","30.35",30.38,0.053,"1.74E+02","2.24E+00",170,6.43,"2017-6134",6134,"4/25/18 fourth",NA,"day01"
"218",30,"30-E05","26.52",26.41,0.155,"2.63E+03","3.42E+00",2860,313,"2017-6115",6115,"4/25/18 fourth",NA,"day01"
"219",30,"30-E05","26.3",26.41,0.155,"3.08E+03","3.49E+00",2860,313,"2017-6115",6115,"4/25/18 fourth",NA,"day01"
"220",30,"30-B07","38.02",37.89,0.179,"7.58E-01","-1.20E-01",0.833,0.105,"2017-6133",6133,"4/25/18 fourth",NA,"day01"
"221",30,"30-B07","37.76",37.89,0.179,"9.07E-01","-4.20E-02",0.833,0.105,"2017-6133",6133,"4/25/18 fourth",NA,"day01"
"222",30,"30-A01","37.85",37.85,0,"8.51E-01","-7.00E-02",0.851,0,"2017-6223",6223,"4/25/18 fourth",NA,"day01"
"223",30,"30-A01","N/A",0,0,"N/A","N/A",0,0,"2017-6223",6223,"4/25/18 fourth",NA,"day01"
"224",30,"30-F09","35.88",37.6,2.472,"3.44E+00","5.37E-01",1.86,2.23,"2017-6230",6230,"4/25/18 fourth",NA,"day01"
"225",30,"30-F09","39.38",37.6,2.472,"2.89E-01","-5.40E-01",1.86,2.23,"2017-6230",6230,"4/25/18 fourth",NA,"day01"
"226",30,"30-B04","39.5",38.3,1.762,"2.66E-01","-5.76E-01",0.91,0.911,"2017-6152",6152,"4/25/18 fourth",NA,"day01"
"227",30,"30-B04","37",38.3,1.762,"1.55E+00","1.92E-01",0.91,0.911,"2017-6152",6152,"4/25/18 fourth",NA,"day01"
"228",30,"30-F04","36.97",37.9,1.265,"1.59E+00","2.01E-01",1.02,0.807,"2017-6131",6131,"4/25/18 fourth",NA,"day01"
"229",30,"30-F04","38.76",37.9,1.265,"4.47E-01","-3.50E-01",1.02,0.807,"2017-6131",6131,"4/25/18 fourth",NA,"day01"
"230",30,"30-G01","37.11",38,1.254,"1.44E+00","1.58E-01",0.923,0.727,"2017-6232",6232,"4/25/18 fourth",NA,"day01"
"231",30,"30-G01","38.89",38,1.254,"4.09E-01","-3.88E-01",0.923,0.727,"2017-6232",6232,"4/25/18 fourth",NA,"day01"
"232",30,"30-H06","29.03",29.6,0.819,"4.45E+02","2.65E+00",320,176,"2017-6242",6242,"4/25/18 fourth",NA,"day01"
"233",30,"30-H06","30.18",29.6,0.819,"1.96E+02","2.29E+00",320,176,"2017-6242",6242,"4/25/18 fourth",NA,"day01"
"234",30,"30-D07","36.96",36.5,0.603,"1.60E+00","2.05E-01",2.27,0.943,"2017-6216",6216,"4/25/18 fourth",NA,"day01"
"235",30,"30-D07","36.11",36.5,0.603,"2.94E+00","4.68E-01",2.27,0.943,"2017-6216",6216,"4/25/18 fourth",NA,"day01"
"236",30,"30-A06","28.08",28.5,0.577,"8.68E+02","2.94E+00",677,270,"2017-6167",6167,"4/25/18 fourth",NA,"day01"
"237",30,"30-A06","28.9",28.5,0.577,"4.87E+02","2.69E+00",677,270,"2017-6167",6167,"4/25/18 fourth",NA,"day01"
"238",30,"30-A07","36.21",35.9,0.502,"2.74E+00","4.37E-01",3.63,1.26,"2017-6235",6235,"4/25/18 fourth",NA,"day01"
"239",30,"30-A07","35.5",35.9,0.502,"4.52E+00","6.56E-01",3.63,1.26,"2017-6235",6235,"4/25/18 fourth",NA,"day01"
"240",33,"33-F06","32.66",34.21,2.19,"2.48E+01","1.394",13.8,15.6,"2017-6191",6191,"4/25/18 third",NA,"day01"
"241",33,"33-F06","35.75",34.21,2.19,"2.76E+00","0.441",13.8,15.6,"2017-6191",6191,"4/25/18 third",NA,"day01"
"242",33,"33-G02","32.3",33.78,2.091,"3.19E+01","1.504",17.9,19.8,"2017-6200",6200,"4/25/18 third",NA,"day01"
"243",33,"33-G02","35.26",33.78,2.091,"3.92E+00","0.593",17.9,19.8,"2017-6200",6200,"4/25/18 third",NA,"day01"
"244",34,"34-F04","34.45",35.86,1.995,"6.95E+00","0.842",3.94,4.25,"2017-6253",6253,"4/25/18 third",NA,"day01"
"245",34,"34-F04","37.27",35.86,1.995,"9.40E-01","-0.027",3.94,4.25,"2017-6253",6253,"4/25/18 third",NA,"day01"
"246",33,"33-G04","34.8",36.11,1.851,"5.41E+00","0.734",3.13,3.23,"2017-6157",6157,"4/25/18 third",NA,"day01"
"247",33,"33-G04","37.42",36.11,1.851,"8.46E-01","-0.073",3.13,3.23,"2017-6157",6157,"4/25/18 third",NA,"day01"
"248",34,"34-F02","37.33",36.07,1.788,"9.01E-01","-0.045",3.16,3.19,"2017-6143",6143,"4/25/18 third",NA,"day01"
"249",34,"34-F02","34.8",36.07,1.788,"5.41E+00","0.733",3.16,3.19,"2017-6143",6143,"4/25/18 third",NA,"day01"
"250",33,"33-G08","37.14",38.37,1.737,"1.03E+00","0.012",0.604,0.6,"2017-6260",6260,"4/25/18 third",NA,"day01"
"251",33,"33-G08","39.6",38.37,1.737,"1.80E-01","-0.744",0.604,0.6,"2017-6260",6260,"4/25/18 third",NA,"day01"
"252",34,"34-C07","34.63",35.75,1.581,"6.11E+00","0.786",3.68,3.44,"2017-6180",6180,"4/25/18 third",NA,"day01"
"253",34,"34-C07","36.87",35.75,1.581,"1.25E+00","0.098",3.68,3.44,"2017-6180",6180,"4/25/18 third",NA,"day01"
"254",34,"34-H02","33.74",34.71,1.365,"1.15E+01","1.06",7.2,6.05,"2017-6246",6246,"4/25/18 third",NA,"day01"
"255",34,"34-H02","35.67",34.71,1.365,"2.92E+00","0.465",7.2,6.05,"2017-6246",6246,"4/25/18 third",NA,"day01"
"256",33,"33-H02","34.78",35.44,0.928,"5.50E+00","0.74",3.83,2.35,"2017-6189",6189,"4/25/18 third",NA,"day01"
"257",33,"33-H02","36.09",35.44,0.928,"2.17E+00","0.336",3.83,2.35,"2017-6189",6189,"4/25/18 third",NA,"day01"
"258",33,"33-F07","28.29",28.88,0.835,"5.49E+02","2.74",393,220,"2017-6220",6220,"4/25/18 third",NA,"day01"
"259",33,"33-F07","29.47",28.88,0.835,"2.38E+02","2.376",393,220,"2017-6220",6220,"4/25/18 third",NA,"day01"
"260",34,"34-B06","37.05",36.48,0.812,"1.10E+00","0.041",1.79,0.977,"2017-6258",6258,"4/25/18 third",NA,"day01"
"261",34,"34-B06","35.9",36.48,0.812,"2.48E+00","0.395",1.79,0.977,"2017-6258",6258,"4/25/18 third",NA,"day01"
"262",33,"33-H08","32.37",31.87,0.707,"3.04E+01","1.483",46.1,22.2,"2017-6257",6257,"4/25/18 third",NA,"day01"
"263",33,"33-H08","31.37",31.87,0.707,"6.17E+01","1.79",46.1,22.2,"2017-6257",6257,"4/25/18 third",NA,"day01"
"264",34,"34-B03","30.35",29.94,0.588,"1.27E+02","2.103",178,72,"2017-6121",6121,"4/25/18 third",NA,"day01"
"265",34,"34-B03","29.52",29.94,0.588,"2.29E+02","2.359",178,72,"2017-6121",6121,"4/25/18 third",NA,"day01"
"266",34,"34-B04","36.78",36.39,0.549,"1.33E+00","0.125",1.82,0.692,"2017-6112",6112,"4/25/18 third",NA,"day01"
"267",34,"34-B04","36",36.39,0.549,"2.31E+00","0.364",1.82,0.692,"2017-6112",6112,"4/25/18 third",NA,"day01"
"268",34,"34-H01","35.11",34.76,0.501,"4.35E+00","0.639",5.77,2.01,"2017-6140",6140,"4/25/18 third",NA,"day01"
"269",34,"34-H01","34.4",34.76,0.501,"7.19E+00","0.857",5.77,2.01,"2017-6140",6140,"4/25/18 third",NA,"day01"
"270",34,"34-F03","39.37",39.37,0,"2.12E-01","-0.674",0.212,0,"2017-6166",6166,"4/25/18 third",NA,"day01"
"271",34,"34-D02","38.85",39.09,0.34,"3.07E-01","-0.513",0.263,0.0627,"2017-6156",6156,"4/25/18 third",NA,"day01"
"272",34,"34-D02","39.33",39.09,0.34,"2.18E-01","-0.661",0.263,0.0627,"2017-6156",6156,"4/25/18 third",NA,"day01"
"273",34,"34-A05","39.09",39.09,0,"2.59E-01","-0.587",0.259,0,"2017-6259",6259,"4/25/18 third",NA,"day01"
"274",34,"34-G03","38.56",38.56,0,"3.76E-01","-0.425",0.376,0,"2017-6102",6102,"4/25/18 third",NA,"day01"
"275",34,"34-A01","35.53",35.53,0,"3.22E+00","0.508",3.22,0,"2017-6109",6109,"4/25/18 third","very close to pos","day01"
"276",33,"33-G09","34.29",34.46,0.235,"7.78E+00","0.891",6.97,1.16,"2017-6185",6185,"4/25/18 third",NA,"day01"
"277",33,"33-G09","34.62",34.46,0.235,"6.15E+00","0.789",6.97,1.16,"2017-6185",6185,"4/25/18 third",NA,"day01"
"278",31,"31-F02","33.2",33.3,0.152,"1.69E+01","1.228",15.7,1.69,"2017-6138",6138,"4/25/18 third",NA,"day01"
"279",31,"31-F02","33.41",33.3,0.152,"1.45E+01","1.162",15.7,1.69,"2017-6138",6138,"4/25/18 third",NA,"day01"
"280",33,"33-F04","33",33.25,0.354,"1.94E+01","1.288",16.5,4.1,"2017-6265",6265,"4/25/18 third",NA,"day01"
"281",33,"33-F04","33.5",33.25,0.354,"1.36E+01","1.134",16.5,4.1,"2017-6265",6265,"4/25/18 third",NA,"day01"
"282",31,"31-F01","32.93",33.03,0.136,"2.04E+01","1.309",19.1,1.84,"2017-6101",6101,"4/25/18 third",NA,"day01"
"283",31,"31-F01","33.13",33.03,0.136,"1.78E+01","1.25",19.1,1.84,"2017-6101",6101,"4/25/18 third",NA,"day01"
"284",34,"34-G01","32.23",32.55,0.454,"3.35E+01","1.525",27.4,8.68,"2017-6151",6151,"4/25/18 third",NA,"day01"
"285",34,"34-G01","32.87",32.55,0.454,"2.13E+01","1.327",27.4,8.68,"2017-6151",6151,"4/25/18 third",NA,"day01"
"286",31,"31-C02","32.36",32.5,0.188,"3.05E+01","1.484",27.9,3.7,"2017-6111",6111,"4/25/18 third",NA,"day01"
"287",31,"31-C02","32.63",32.5,0.188,"2.53E+01","1.403",27.9,3.7,"2017-6111",6111,"4/25/18 third",NA,"day01"
"288",37,"37-A04","32.37",32.29,0.112,"3.03E+01","1.482",32.1,2.56,"2017-6203",6203,"4/25/18 third",NA,"day26"
"289",37,"37-A04","32.21",32.29,0.112,"3.40E+01","1.531",32.1,2.56,"2017-6203",6203,"4/25/18 third",NA,"day26"
"290",33,"33-H06","32.41",32.29,0.163,"2.95E+01","1.47",32.2,3.7,"2017-6249",6249,"4/25/18 third",NA,"day01"
"291",33,"33-H06","32.18",32.29,0.163,"3.48E+01","1.541",32.2,3.7,"2017-6249",6249,"4/25/18 third",NA,"day01"
"292",33,"33-H01","32.26",32.03,0.326,"3.28E+01","1.516",39.1,8.96,"2017-6194",6194,"4/25/18 third",NA,"day01"
"293",33,"33-H01","31.8",32.03,0.326,"4.55E+01","1.658",39.1,8.96,"2017-6194",6194,"4/25/18 third",NA,"day01"
"294",34,"34-D07","31.62",31.8,0.25,"5.17E+01","1.714",46,8.1,"2017-6125",6125,"4/25/18 third",NA,"day01"
"295",34,"34-D07","31.97",31.8,0.25,"4.03E+01","1.605",46,8.1,"2017-6125",6125,"4/25/18 third",NA,"day01"
"296",34,"34-B01","30.95",31.03,0.119,"8.34E+01","1.921",78.7,6.64,"2017-6228",6228,"4/25/18 third",NA,"day01"
"297",34,"34-B01","31.11",31.03,0.119,"7.40E+01","1.869",78.7,6.64,"2017-6228",6228,"4/25/18 third",NA,"day01"
"298",34,"34-H06","29.53",29.47,0.088,"2.28E+02","2.357",238,14.9,"2017-6184",6184,"4/25/18 third",NA,"day01"
"299",34,"34-H06","29.41",29.47,0.088,"2.49E+02","2.395",238,14.9,"2017-6184",6184,"4/25/18 third",NA,"day01"
"300",31,"31-D01","29.6",29.42,0.259,"2.16E+02","2.335",249,45.5,"2017-6164",6164,"4/25/18 third",NA,"day01"
"301",31,"31-D01","29.23",29.42,0.259,"2.81E+02","2.448",249,45.5,"2017-6164",6164,"4/25/18 third",NA,"day01"
"302",33,"33-H05","29.1",29,0.143,"3.09E+02","2.49",333,33.8,"2017-6193",6193,"4/25/18 third",NA,"day01"
"303",33,"33-H05","28.9",29,0.143,"3.57E+02","2.552",333,33.8,"2017-6193",6193,"4/25/18 third",NA,"day01"
"304",33,"33-G07","28.5",28.81,0.44,"4.74E+02","2.675",389,119,"2017-6114",6114,"4/25/18 third",NA,"day01"
"305",33,"33-G07","29.12",28.81,0.44,"3.05E+02","2.484",389,119,"2017-6114",6114,"4/25/18 third",NA,"day01"
"306",33,"33-G03","27.33",27.31,0.03,"1.08E+03","3.033",1100,23.4,"2017-6120",6120,"4/25/18 third",NA,"day01"
"307",33,"33-G03","27.29",27.31,0.03,"1.11E+03","3.046",1100,23.4,"2017-6120",6120,"4/25/18 third",NA,"day01"
"308",34,"34-C06","25.94",26.02,0.113,"2.91E+03","3.463",2750,221,"2017-6183",6183,"4/25/18 third",NA,"day01"
"309",34,"34-C06","26.1",26.02,0.113,"2.59E+03","3.414",2750,221,"2017-6183",6183,"4/25/18 third",NA,"day01"
"310",34,"34-B05","23.6",23.66,0.094,"1.53E+04","4.185",14600,972,"2017-6182",6182,"4/25/18 third",NA,"day01"
"311",34,"34-B05","23.73",23.66,0.094,"1.39E+04","4.144",14600,972,"2017-6182",6182,"4/25/18 third",NA,"day01"
"312",34,"34-A05","N/A",0,0,"N/A","N/A",0,0,"2017-6259",6259,"4/25/18 third",NA,"day01"
"313",34,"34-G04","N/A",0,0,"N/A","N/A",0,0,"2017-6160",6160,"4/25/18 third",NA,"day01"
"314",34,"34-G04","N/A",0,0,"N/A","N/A",0,0,"2017-6160",6160,"4/25/18 third",NA,"day01"
"315",34,"34-A01","N/A",0,0,"N/A","N/A",0,0,"2017-6109",6109,"4/25/18 third",NA,"day01"
"316",34,"34-G03","N/A",0,0,"N/A","N/A",0,0,"2017-6102",6102,"4/25/18 third",NA,"day01"
"317",31,"31-C11","N/A",0,0,"N/A","N/A",0,0,"2017-6229",6229,"4/25/18 third",NA,"day01"
"318",31,"31-C11","N/A",0,0,"N/A","N/A",0,0,"2017-6229",6229,"4/25/18 third",NA,"day01"
"319",34,"34-F03","N/A",0,0,"N/A","N/A",0,0,"2017-6166",6166,"4/25/18 third",NA,"day01"
"320",33,"33-A03","37.47",37.47,0,"3.86E-01","-0.414",0.386,0,"2017-6268",6268,"4/25/18 second",NA,"day01"
"321",33,"33-A03","N/A",0,0,"N/A","N/A",0,0,"2017-6268",6268,"4/25/18 second",NA,"day01"
"322",32,"32-G11","36.26",36.34,0.102,"9.30E-01","-0.032",0.883,0.0659,"2017-6218",6218,"4/25/18 second",NA,"day01"
"323",32,"32-G11","36.41",36.34,0.102,"8.37E-01","-0.078",0.883,0.0659,"2017-6218",6218,"4/25/18 second",NA,"day01"
"324",32,"32-F04","36.46",36.37,0.117,"8.07E-01","-0.093",0.859,0.0733,"2017-6107",6107,"4/25/18 second",NA,"day01"
"325",32,"32-F04","36.29",36.37,0.117,"9.11E-01","-0.041",0.859,0.0733,"2017-6107",6107,"4/25/18 second",NA,"day01"
"326",33,"33-C04","35.19",35.19,0,"2.04E+00","0.31",2.04,0,"2017-6264",6264,"4/25/18 second",NA,"day01"
"327",33,"33-C04","N/A",0,0,"N/A","N/A",0,0,"2017-6264",6264,"4/25/18 second",NA,"day01"
"328",32,"32-G04","36.19",36.19,0,"9.79E-01","-0.009",0.979,0,"2017-6135",6135,"4/25/18 second",NA,"day01"
"329",32,"32-G04","N/A",0,0,"N/A","N/A",0,0,"2017-6135",6135,"4/25/18 second",NA,"day01"
"330",33,"33-D04","35.75",35.62,0.175,"1.36E+00","0.133",1.49,0.19,"2017-6267",6267,"4/25/18 second",NA,"day01"
"331",33,"33-D04","35.5",35.62,0.175,"1.63E+00","0.211",1.49,0.19,"2017-6267",6267,"4/25/18 second",NA,"day01"
"332",33,"33-B07","36.8",36.47,0.467,"6.29E-01","-0.201",0.824,0.277,"2017-6181",6181,"4/25/18 second",NA,"day01"
"333",33,"33-B07","36.14",36.47,0.467,"1.02E+00","0.009",0.824,0.277,"2017-6181",6181,"4/25/18 second",NA,"day01"
"334",33,"33-F03","37.84",37.84,0,"2.94E-01","-0.532",0.294,0,"2017-6186",6186,"4/25/18 second",NA,"day01"
"335",33,"33-F03","N/A",0,0,"N/A","N/A",0,0,"2017-6186",6186,"4/25/18 second",NA,"day01"
"336",33,"33-E07","34.07",34.11,0.061,"4.64E+00","0.667",4.5,0.202,"2017-6119",6119,"4/25/18 second",NA,"day01"
"337",33,"33-E07","34.15",34.11,0.061,"4.36E+00","0.639",4.5,0.202,"2017-6119",6119,"4/25/18 second",NA,"day01"
"338",32,"32-F09","33.3",33.37,0.095,"8.15E+00","0.911",7.76,0.537,"2017-6108",6108,"4/25/18 second",NA,"day01"
"339",32,"32-F09","33.43",33.37,0.095,"7.39E+00","0.868",7.76,0.537,"2017-6108",6108,"4/25/18 second",NA,"day01"
"340",32,"32-H11","33.17",33.01,0.233,"8.93E+00","0.951",10.1,1.72,"2017-6190",6190,"4/25/18 second",NA,"day01"
"341",32,"32-H11","32.84",33.01,0.233,"1.14E+01","1.055",10.1,1.72,"2017-6190",6190,"4/25/18 second",NA,"day01"
"342",33,"33-C01","31.47",31.55,0.12,"3.11E+01","1.492",29.2,2.56,"2017-6263",6263,"4/25/18 second",NA,"day01"
"343",33,"33-C01","31.64",31.55,0.12,"2.74E+01","1.438",29.2,2.56,"2017-6263",6263,"4/25/18 second",NA,"day01"
"344",33,"33-A07","30.72",30.82,0.137,"5.36E+01","1.729",50.1,5.03,"2017-6201",6201,"4/25/18 second",NA,"day01"
"345",33,"33-A07","30.92",30.82,0.137,"4.65E+01","1.668",50.1,5.03,"2017-6201",6201,"4/25/18 second",NA,"day01"
"346",32,"32-H02","30.74",30.79,0.071,"5.32E+01","1.726",51.3,2.67,"2017-6206",6206,"4/25/18 second",NA,"day01"
"347",32,"32-H02","30.84",30.79,0.071,"4.94E+01","1.694",51.3,2.67,"2017-6206",6206,"4/25/18 second",NA,"day01"
"348",32,"32-G02","29.22",29.22,0.001,"1.62E+02","2.208",162,0.142,"2017-6207",6207,"4/25/18 second",NA,"day01"
"349",32,"32-G02","29.22",29.22,0.001,"1.62E+02","2.209",162,0.142,"2017-6207",6207,"4/25/18 second",NA,"day01"
"350",33,"33-E05","28.68",28.96,0.392,"2.39E+02","2.378",199,56.3,"2017-6266",6266,"4/25/18 second",NA,"day01"
"351",33,"33-E05","29.24",28.96,0.392,"1.59E+02","2.202",199,56.3,"2017-6266",6266,"4/25/18 second",NA,"day01"
"352",33,"33-D01","28.37",28.61,0.339,"3.01E+02","2.478",256,63,"2017-6269",6269,"4/25/18 second",NA,"day01"
"353",33,"33-D01","28.85",28.61,0.339,"2.12E+02","2.325",256,63,"2017-6269",6269,"4/25/18 second",NA,"day01"
"354",33,"33-C02","28.5",28.45,0.074,"2.72E+02","2.435",283,15.4,"2017-6192",6192,"4/25/18 second",NA,"day01"
"355",33,"33-C02","28.4",28.45,0.074,"2.94E+02","2.469",283,15.4,"2017-6192",6192,"4/25/18 second",NA,"day01"
"356",32,"32-E10","28.3",28.37,0.099,"3.17E+02","2.501",302,21.8,"2017-6215",6215,"4/25/18 second",NA,"day01"
"357",32,"32-E10","28.44",28.37,0.099,"2.86E+02","2.457",302,21.8,"2017-6215",6215,"4/25/18 second",NA,"day01"
"358",32,"32-H08","28.16",28.16,0.009,"3.51E+02","2.546",350,2.22,"2017-6159",6159,"4/25/18 second",NA,"day01"
"359",32,"32-H08","28.17",28.16,0.009,"3.48E+02","2.542",350,2.22,"2017-6159",6159,"4/25/18 second",NA,"day01"
"360",33,"33-D05","27.75",27.93,0.254,"4.73E+02","2.674",418,77.1,"2017-6195",6195,"4/25/18 second",NA,"day01"
"361",33,"33-D05","28.11",27.93,0.254,"3.63E+02","2.56",418,77.1,"2017-6195",6195,"4/25/18 second",NA,"day01"
"362",32,"32-F12","26.48",26.2,0.394,"1.20E+03","3.077",1500,425,"2017-6239",6239,"4/25/18 second",NA,"day01"
"363",32,"32-F12","25.93",26.2,0.394,"1.80E+03","3.254",1500,425,"2017-6239",6239,"4/25/18 second",NA,"day01"
"364",33,"33-E08","26.02",25.94,0.111,"1.68E+03","3.226",1780,145,"2017-6255",6255,"4/25/18 second",NA,"day01"
"365",33,"33-E08","25.86",25.94,0.111,"1.89E+03","3.276",1780,145,"2017-6255",6255,"4/25/18 second",NA,"day01"
"366",33,"33-D07","25.37",25.33,0.047,"2.71E+03","3.432",2770,96,"2017-6187",6187,"4/25/18 second",NA,"day01"
"367",33,"33-D07","25.3",25.33,0.047,"2.84E+03","3.454",2770,96,"2017-6187",6187,"4/25/18 second",NA,"day01"
"368",32,"32-F11","25.2",25.08,0.163,"3.06E+03","3.486",3350,399,"2017-6261",6261,"4/25/18 second",NA,"day01"
"369",32,"32-F11","24.97",25.08,0.163,"3.63E+03","3.56",3350,399,"2017-6261",6261,"4/25/18 second",NA,"day01"
"370",32,"32-F01","24.83",25.05,0.324,"4.02E+03","3.604",3450,810,"2017-6270",6270,"4/25/18 second",NA,"day01"
"371",32,"32-F01","25.28",25.05,0.324,"2.87E+03","3.458",3450,810,"2017-6270",6270,"4/25/18 second",NA,"day01"
"372",32,"32-G08","23.07",23.22,0.215,"1.46E+04","4.163",13100,2060,"2017-6141",6141,"4/25/18 second",NA,"day01"
"373",32,"32-G08","23.37",23.22,0.215,"1.17E+04","4.067",13100,2060,"2017-6141",6141,"4/25/18 second",NA,"day01"
"374",38,"38-G07","23.01",23.09,0.125,"1.52E+04","4.183",14300,1300,"2017-6150",6150,"4/25/18 second",NA,"day26"
"375",38,"38-G07","23.18",23.09,0.125,"1.34E+04","4.127",14300,1300,"2017-6150",6150,"4/25/18 second",NA,"day26"
"376",33,"33-E09","21.64",21.65,0.019,"4.15E+04","4.618",41100,571,"2017-6278",6278,"4/25/18 second",NA,"day01"
"377",33,"33-E09","21.66",21.65,0.019,"4.07E+04","4.609",41100,571,"2017-6278",6278,"4/25/18 second",NA,"day01"
"378",33,"33-C05","27.86",33.31,7.698,"4.35E+02","2.639",218,308,"2017-6247",6247,"4/25/18 second",NA,"day01"
"379",33,"33-C05","38.75",33.31,7.698,"1.51E-01","-0.822",218,308,"2017-6247",6247,"4/25/18 second",NA,"day01"
"380",32,"32-H06","36.92",32.87,5.73,"5.74E-01","-0.241",108,153,"2017-6280",6280,"4/25/18 second",NA,"day01"
"381",32,"32-H06","28.82",32.87,5.73,"2.16E+02","2.335",108,153,"2017-6280",6280,"4/25/18 second",NA,"day01"
"382",33,"33-C08","35.25",36.71,2.069,"1.96E+00","0.292",1.09,1.22,"2017-6110",6110,"4/25/18 second",NA,"day01"
"383",33,"33-C08","38.17",36.71,2.069,"2.30E-01","-0.638",1.09,1.22,"2017-6110",6110,"4/25/18 second",NA,"day01"
"384",33,"33-C07","25.89",27.22,1.889,"1.85E+03","3.267",1050,1120,"2017-6251",6251,"4/25/18 second",NA,"day01"
"385",33,"33-C07","28.56",27.22,1.889,"2.62E+02","2.418",1050,1120,"2017-6251",6251,"4/25/18 second",NA,"day01"
"386",32,"32-E12","34.64",33.73,1.289,"3.05E+00","0.484",7.32,6.04,"2017-6277",6277,"4/25/18 second",NA,"day01"
"387",32,"32-E12","32.82",33.73,1.289,"1.16E+01","1.064",7.32,6.04,"2017-6277",6277,"4/25/18 second",NA,"day01"
"388",32,"32-H09","34.74",35.51,1.095,"2.83E+00","0.452",1.87,1.36,"2017-6238",6238,"4/25/18 second",NA,"day01"
"389",32,"32-H09","36.29",35.51,1.095,"9.13E-01","-0.04",1.87,1.36,"2017-6238",6238,"4/25/18 second",NA,"day01"
"390",32,"32-H07","35.9",36.6,0.991,"1.22E+00","0.085",0.826,0.552,"2017-6275",6275,"4/25/18 second",NA,"day01"
"391",32,"32-H07","37.3",36.6,0.991,"4.36E-01","-0.361",0.826,0.552,"2017-6275",6275,"4/25/18 second",NA,"day01"
"392",32,"32-E11","24.02",24.59,0.81,"7.27E+03","3.861",5200,2920,"2017-6243",6243,"4/25/18 second",NA,"day01"
"393",32,"32-E11","25.16",24.59,0.81,"3.14E+03","3.497",5200,2920,"2017-6243",6243,"4/25/18 second",NA,"day01"
"394",32,"32-G01","32.96",32.5,0.656,"1.04E+01","1.018",15.5,7.17,"2017-6281",6281,"4/25/18 second",NA,"day01"
"395",32,"32-G01","32.03",32.5,0.656,"2.06E+01","1.313",15.5,7.17,"2017-6281",6281,"4/25/18 second",NA,"day01"
"396",33,"33-E10","19.09",19.54,0.638,"2.68E+05","5.429",204000,91700,"2017-6256",6256,"4/25/18 second",NA,"day01"
"397",33,"33-E10","19.99",19.54,0.638,"1.39E+05","5.142",204000,91700,"2017-6256",6256,"4/25/18 second",NA,"day01"
"398",32,"32-G06","N/A",0,0,"N/A","N/A",0,0,"2017-6231",6231,"4/25/18 second",NA,"day01"
"399",32,"32-G06","21.88",21.88,0,"3.48E+04","4.542",34800,0,"2017-6231",6231,"4/25/18 second",NA,"day01"
"400",38,"38-A03","29.55",29.83,0.387,"4.17E+02","2.62",351,92.7,"2017-6205",6205,"4/25/18 first",NA,"day26"
"401",38,"38-A03","30.1",29.83,0.387,"2.86E+02","2.456",351,92.7,"2017-6205",6205,"4/25/18 first",NA,"day26"
"402",31,"31-H07","21.32",21.36,0.062,"1.23E+05","5.091",120000,5090,"2017-6250",6250,"4/25/18 first",NA,"day01"
"403",31,"31-H07","21.41",21.36,0.062,"1.16E+05","5.065",120000,5090,"2017-6250",6250,"4/25/18 first",NA,"day01"
