"","Sample_pre","Sample","Cq","Cq_Mean","Cq_Std_Dev","Starting_Quantity","Log_Starting_Quantity","SQ_Mean","SQ_Std_Dev","year-FRP","FRP","run","Comments","sampleday"
"597",31,"31-C03","31.48",31.56,0.113,"5.53E+01","1.743",52.3,4.24,"2017-6224",6224,"4/24/18 second",NA,"day01"
"598",31,"31-E07","27.09",27.14,0.072,"1.29E+03","3.11",1240,64,"2017-6124",6124,"4/24/18 second",NA,"day01"
"599",31,"31-E07","27.19",27.14,0.072,"1.20E+03","3.078",1240,64,"2017-6124",6124,"4/24/18 second",NA,"day01"
"600",37,"37-B05","29.58",29.62,0.054,"2.16E+02","2.335",210,8.13,"2017-6133",6133,"4/24/18 second",NA,"day26"
"601",37,"37-B05","29.66",29.62,0.054,"2.05E+02","2.311",210,8.13,"2017-6133",6133,"4/24/18 second",NA,"day26"
"602",31,"31-B07","36.51",36.55,0.053,"1.51E+00","0.179",1.47,0.0561,"2017-6154",6154,"4/24/18 second",NA,"day01"
"603",31,"31-B07","36.59",36.55,0.053,"1.43E+00","0.155",1.47,0.0561,"2017-6154",6154,"4/24/18 second",NA,"day01"
"604",31,"31-D08","30.59",30.62,0.045,"1.05E+02","2.022",103,3.32,"2017-6155",6155,"4/24/18 second",NA,"day01"
"605",31,"31-D08","30.65",30.62,0.045,"1.01E+02","2.002",103,3.32,"2017-6155",6155,"4/24/18 second",NA,"day01"
"606",37,"37-B02","28.41",28.4,0.017,"5.00E+02","2.699",504,5.96,"2017-6178",6178,"4/24/18 second",NA,"day26"
"607",37,"37-B02","28.39",28.4,0.017,"5.09E+02","2.706",504,5.96,"2017-6178",6178,"4/24/18 second",NA,"day26"
"608",31,"31-E03","20.67",20.68,0.014,"1.28E+05","5.107",127000,1250,"2017-6149",6149,"4/24/18 second",NA,"day01"
"609",31,"31-E03","20.69",20.68,0.014,"1.26E+05","5.101",127000,1250,"2017-6149",6149,"4/24/18 second",NA,"day01"
"610",31,"31-F11","27.32",27.32,0.002,"1.09E+03","3.038",1090,1.81,"2017-6188",6188,"4/24/18 second",NA,"day01"
